node_id,video_id,title,views,likes,comments,timestamp,category_id,category_name,source_type
1862,mNHE3yYJNyg,닷닷닷4 하울영상🩵 돈 탕진한 다꾸러..💸💸💸 아이오스튜디오|포랑|김모양군|와이오클럽|로지스티커|에이투지클럽|웨이투페치|해플샵|웨스티즈|해피냥데이|서티|칠영칠|제리|블랙레터 등등,704,0,1,1748305924,22,Unknown,키워드:하울
1863,zAYc7mf2rsc,"인테리어문구 쇼핑 하울! 타공판, 포토용지, 산리오 선물세트 리뷰️",1,0,1,1748305924,22,Unknown,키워드:하울
1864,c5aVbUAnLj0,닷닷닷 ver.4 하울 ෆ•͈ ·̭ •͈ෆ,325,12,0,1748305924,22,Unknown,키워드:하울
1865,jnT4yvG1gGM,2025 대한민국 청와대 기도 / 하울신당 천무 #신점 #일산점집  #유명한점집,1869,217,16,1748305924,29,Unknown,키워드:하울
1866,p-PgYrv4KjA,Dragon Age: The Veilguard 글룸하울러의 최후,0,0,0,1748305924,20,Gaming,키워드:하울
1867,l7NmsyJ3gDE,"소름 끼쳤던 현실 공포썰 | 원룸에서 자취하다, 캠퍼스 안에서, 그만 따라오세요",0,0,0,1748305924,22,Unknown,키워드:자취
1868,Su8Wyv56nN8,[이런뉴스] “선거운동이 좀 기이합니다…한동훈·안철수·홍준표가 지금” [여의도라이브] / KBS 2025.05.26.,5079,47,46,1748305925,25,News & Politics,키워드:운동
1869,PuqMyfXPzAs,"[절대고수]""윗가슴 근육""을 가장 빨리 커지는 운동!""이 운동""만 하세요!""스미스머신 인클라인 벤치 프레스""|정확한 자세|꿀팁|가슴근육|윗가슴|효과!100%|👍👍👍👍",755,0,0,1748305925,22,Unknown,키워드:운동
1870,qbSvAekJ55A,추악한 본성을 들켜버린 상대 ... 이렇게 된거 어떻게든 홍구한테 1패를 새겨준다는데?,120634,1227,190,1748325602,20,Gaming,게임인기
1871,rksoW5xba9k,자취브이로그 | 엉망진창 밥해먹는 일상 | 양배추김샐러드 | 저속노화레시피 | 하트티라미수 | 치즈슈프림 | 순두부쫄면,22,2,1,1748325603,22,Unknown,키워드:자취
1872,BmJEMeaM-1k,"🤦‍♀️ 자취 4년차,,, 대위기 봉착,,,, 어쨌든 새벽엔 출근하는 브이로그 (feat.다이소 촬영꿀템) l 직장인브이로그 l 아이폰브이로그",27,7,4,1748325603,22,Unknown,키워드:자취
1873,qRXpmQY63wE,SEVENTEEN MINGYU Shake It Off Lyrics (세븐틴 민규 Shake It Off 가사),261,17,2,1748325604,10,Music,키워드:IT
1874,eIopwDz9dsk,EP.2 기억의 조각ㅣ마인크래프트 상황극ㅣ요괴학교2,2979,155,64,1748325605,20,Gaming,키워드:학교
1875,oCYbHb0znuE,#LSELECTRIC 빅테크향 배전제품 대형 수주 올해 실적 강한 상저하고,207,29,2,1748325606,25,News & Politics,키워드:테크
1876,jJe3Z_yyY-Q,"[신성델타테크 주가전망] 정말 몰라서 안해주는 특허청?! 갈아엎어야 등록된다!6월 특허등록 기대하는 이유! ""이 자리"" 무조건 쓸어담아라🔥신성델타테크 주가, 신성델타테크 전망",55,11,0,1748325606,26,Unknown,키워드:테크
1877,ynfb8RIn80Q,캠핑을 풍성하게 - 테크먼트 차량용 루프박스,0,0,0,1748325606,25,News & Politics,키워드:테크
1878,1Dxsj0ECn7g,#초신성의 웅비 #신성델타테크 인생주식 #아이씨티케이 #시지메드텍 #CJ ENM # 넥슨게임즈 #아센디오 #다보링크 #이수스페셜티 #레이크머티리얼 #씨아이에스 #바른손 #KG모빌,1974,173,0,1748325606,24,Unknown,키워드:테크
1879,Znx97IiW-xk,"[김태윤 역전계좌] 인텔리안테크 우주항공 중기 탑픽주! 로봇,  자율주행, 우주항공 순환매 공략 필수 시장 | 글로벌텍스프리 52주 신고가 경신! 예상대로 6천원 돌파! |",1587,90,0,1748325606,27,Unknown,키워드:테크
1880,q5BgDIMaPXU,#신성델타테크 ] 속보 이재명 국토혁신위 신성델타테크 방문 로봇 래미 및 정책 공약 발표 대선 이후 폭등 준비하세요  #신성델타테크주가전망 #신성델타테크주가 #신성델타테크목표가,527,47,7,1748325606,26,Unknown,키워드:테크
1881,7CAQ3_x4p1Y,[신성델타테크 주가 전망]그래서 지금이 타이밍이냐!!  외국인 수급과 기술 반등 같이 나왔다 우리에게 준 방향키!#신성델타테크 #신성델타테크목표가 #신성델타테크주가#신성델타테크전망,388,36,0,1748325606,27,Unknown,키워드:테크
1882,ITn4PxjlR54,🔴신성델타테크 주가전망🔴신성델타테크주가 신성델타테크대응전략 신성델타테크주가전망 1차매수가 무조건 필요한 시점 !! 담아 놓으면 6월이 기대 되는 이유는 ??,109,13,0,1748325606,25,News & Politics,키워드:테크
1883,TQp1Z09g7ZI,"[신성델타테크]  [긴급]속보, 민주당 본사 방문!! 하지만 알고계세요. 지금부터, 이렇게 준비하셔야 됩니다!!",1517,122,0,1748325606,27,Unknown,키워드:테크
1884,nJVwOOwO8KQ,"[신성델타테크 주가전망] 최저점 8만원까지 올릴 역대급 단기폭등 터진다! 역대급 폭풍세일기간 놓치지말고 반드시 잡아라!미친듯이 올라간다🔥신성델타테크 주가, 신성델타테크 전망",1093,87,0,1748325606,26,Unknown,키워드:테크
1885,Laqt6DZC434,서동구의 BUY& SELL (20250526) [포트폴리오 상담] 나인테크 유일로보틱스 테크윙 엠오티 주성엔저니어링 마음AI CJ제일제당 포스코DX 한국가스공사,258,3,0,1748325606,26,Unknown,키워드:테크
1886,cDYy_jJc0D0,"[이슈] '곰표맥주' 개발사는 파산 위기…대한제분, 하도급법 위반 의혹/소비자들은 불매 시작/2025년 5월 26일(월)/KBS",82594,521,168,1748325607,25,News & Politics,키워드:이슈
1887,CRQ0DyEEQpw,아파트 대신 삐그덕거리는 시골집으로 이사하는 날,171906,4263,1074,1748336767,22,Unknown,전체인기
